SatelliteName,OperatorCountry,Users,Purpose,OrbitClass,OrbitType,Perigee,Apogee,Period,LaunchMass,DryMass,Power,LaunchDate,Current Date,Age,ContractorCountry,LaunchSite,LaunchVehicle
Telkom 2,Indonesia,Commercial,Communications,GEO,None,35781,35793,1436.1,"1,930",899,,11/16/2005,6/5/2018,13,USA,Guiana Space Center,Ariane 5 ECA
Telkom 3S,Indonesia,Commercial,Communications,GEO,None,35780,35795,1436.1,"3,550",,"6,400",2/14/2017,6/5/2018,2,France/Italy,Guiana Space Center,Ariane 5 ECA
Telstar 11N,Canada,Commercial,Communications,GEO,None,35774,35801,1436.13,"4,010",,,2/26/2009,6/5/2018,10,USA,Sea Launch Odyssey,Zenit 3SLB
Telstar 12 (Orion 2),Multinational,Commercial,Communications,GEO,None,35773,35799,1436.09,"3,878","1,900","10,600",10/19/1999,6/5/2018,19,USA,Guiana Space Center,Ariane 44LP
Telstar 12V (Telstar 12 Vantage),Canada,Commercial,Communications,GEO,None,35645,35727,1436.1,"4,900",,,11/24/2015,6/5/2018,3,France/UK/Germany/Spain,Tanegashima Space Center,H-2A
Telstar 14R (Estrela do Sul 2),Canada,Commercial,Communications,GEO,None,35783,35791,1436.1,"4,970","2,150","12,000",5/20/2011,6/5/2018,8,USA,Baikonur Cosmodrome,Proton
Telstar 18 (Apstar 5),Multinational,Commercial,Communications,GEO,None,35778,35795,1436.1,"4,640","2,500","16,000 (EOL)",6/29/2004,6/5/2018,14,USA,Sea Launch Odyssey,Zenit 3SL
TerraSAR-X 1 (Terra Synthetic Aperture Radar X-Band),Germany,Government/Commercial,Earth Observation,LEO,Sun-Synchronous,507,509,94.8,"1,230",,,6/15/2007,6/5/2018,11,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr
TerraStar 1,USA,Commercial,Communications,GEO,None,35783,35791,1436.11,"6,910",,,7/1/2009,6/5/2018,9,USA,Guiana Space Center,Ariane 5 ECA
"TET-1 (Technologieerprobungsträger 1, Technology Experiment Carrier)",Germany,Commercial,Technology Development,LEO,Sun-Synchronous,501,505,94.7,120,,20,7/22/2012,6/5/2018,6,Germany,Baikonur Cosmodrome,Soyuz-Fregat
"Thaicom-4 (Ipstar 1, Measat 5)",Thailand,Commercial,Communications,GEO,None,35775,35798,1436.1,"6,505",,"14,000",8/11/2005,6/5/2018,13,USA,Guiana Space Center,Ariane 5G
Thaicom-5,Thailand,Commercial,Communications,GEO,None,35777,35796,1436.1,"2,800","1,220","5,000",5/27/2006,6/5/2018,13,France,Guiana Space Center,Ariane 5 ECA
Thaicom-6,Thailand,Commercial,Communications,GEO,None,35786,35796,1436.3,"3,325",,,1/6/2014,6/5/2018,5,USA,Cape Canaveral,Falcon 9
Thaicom-8,Thailand,Commercial,Communications,GEO,None,35843,35890,1440.09,"3,025",,,5/27/2016,6/5/2018,3,USA,Cape Canaveral,Falcon 9
THEMIS A (Time History of Events and Macroscale Interactions during Substorms) ,Multinational,Civil,Space Science,Elliptical,None,461,87304,1868.98,126,77,40,2/17/2007,6/5/2018,12,USA,Cape Canaveral,Delta 2
THEMIS D (Time History of Events and Macroscale Interactions during Substorms) ,Multinational,Civil,Space Science,Elliptical,None,467,87260,1867.91,126,77,40,2/17/2007,6/5/2018,12,USA,Cape Canaveral,Delta 2
THEMIS E (Time History of Events and Macroscale Interactions during Substorms) ,Multinational,Civil,Space Science,Elliptical,None,474,87526,1875.53,126,77,40,2/17/2007,6/5/2018,12,USA,Cape Canaveral,Delta 2
THEOS (Thailand Earth Observation System),Thailand,Government,Earth Observation,LEO,Sun-Synchronous,824,826,101.4,750,670,840,10/1/2008,6/5/2018,10,France,Dombarovsky Air Base,Dnepr
Thor-3 ,Norway,Commercial,Communications,GEO,None,35777,35795,1436.07,"1,400",646,"1,400",6/10/1998,6/5/2018,20,USA,Cape Canaveral,Delta 2
Thor-5 (Thor 2R),Norway,Commercial,Communications,GEO,None,35773,35798,1436.1,"2,024",,,2/11/2008,6/5/2018,11,USA,Baikonur Cosmodrome,Proton M
Thor-6,Norway,Commercial,Communications,GEO,None,35779,35794,1436.1,"3,050",,"5,900",10/29/2009,6/5/2018,9,France/Italy,Guiana Space Center,Ariane 5
Thor-7,Norway,Commercial,Communications,GEO,None,35727,35741,1433.4,"4,600",,,4/26/2015,6/5/2018,4,USA,Guiana Space Center,Ariane 5
Thuraya 2 ,United Arab Emirates,Commercial,Communications,GEO,None,35764,35807,1436.07,"5,250","3,200","11,000",6/10/2003,6/5/2018,15,USA,Sea Launch Odyssey,Zenit 3SL
Thuraya 3,United Arab Emirates,Commercial,Communications,GEO,None,35766,35807,1436.1,"5,180",,,1/15/2008,6/5/2018,11,USA,Sea Launch Odyssey,Zenit 3SL
Tiangong-1 (TG-1),China,Government,Technology Development,LEO,Non-Polar Inclined,360,361,91.8,"8,506",,,9/29/2011,6/5/2018,7,China,Jiuquan Satellite Launch Center,Long March 2F
Tianhui 1-01,China,Government,Earth Observation,LEO,Sun-Synchronous,488,504,94.5,"2,500",,,8/24/2010,6/5/2018,8,China,Jiuquan Satellite Launch Center,Long March 2D
Tianhui 1-02,China,Government,Earth Observation,LEO,Sun-Synchronous,485,505,94.5,"2,500",,,5/6/2012,6/5/2018,7,China,Jiuquan Satellite Launch Center,Long March 2D
Tianhui 1-03,China,Government,Earth Observation,LEO,Sun-Synchronous,489,500,94.5,"2,500",,,10/26/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
Tiankun-1,China,Government,Earth Observation,LEO,Sun-Synchronous,384,406,92.4,,,,3/2/2017,6/5/2018,2,China,Jiuquan Satellite Launch Center,KT-2
"TianLian 1 (TL-1-01, CTDRS)",China,Government,Communications,GEO,None,35769,35813,1436.08,"3,750",,,4/25/2008,6/5/2018,11,China,Xichang Satellite Launch Center,Long March 3C
"TianLian 2 (TL-1-02, CTDRS)",China,Government,Communications,GEO,None,37778,37794,1436.1,"2,250",,,7/11/2011,6/5/2018,7,China,Xichang Satellite Launch Center,Long March 3C
"TianLian 3 (TL-1-03, CTDRS)",China,Government,Communications,GEO,None,35768,35802,1436,"2,200",,,7/25/2012,6/5/2018,6,China,Xichang Satellite Launch Center,Long March 3C
"TianLian 4 (TL-1-04, CTDRS)",China,Government,Communications,GEO,None,35778,35793,1436.1,"2,200",,,11/22/2016,6/5/2018,2,China,Xichang Satellite Launch Center,Long March 3C
Tiantong-1-01,China,Government,Communications,GEO,None,35765,35805,1436.05,,,,8/5/2016,6/5/2018,2,China,Xichang Satellite Launch Center,Long March 3B
Tiantuo-2,China,Government,Earth Observation,LEO,Sun-Synchronous,477,493,94.31,67,,,9/8/2014,6/5/2018,4,China,Taiyuan Launch Center,Long March 4B
Tiantuo-3 (Luliang 1),China,Government,Technology Development,LEO,Sun-Synchronous,392,522,93.73,20,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
"Tianwang 1A (TW-1A, SECM-1, Shangkeda-2)",China,Civil,Technology Development,LEO,Sun-Synchronous,466,484,94.1,3,,,9/24/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 11
Tianwang 1C (TW-1C; NJFA-1),China,Civil,Technology Development,LEO,Sun-Synchronous,466,486,94.12,5,,,9/24/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 11
TIGRISat,Iraq,Civil,Earth Observation,LEO,Sun-Synchronous,611,698,97.82,1,,,6/19/2014,6/5/2018,4,Italy,Dombarovsky Air Base,Dnepr
TIMED (Thermosphere • Ionosphere • Mesosphere • Energetics and Dynamics),USA,Civil,Space Science,LEO,Polar,612,613,97,587,,406,12/7/2001,6/5/2018,17,USA,Vandenberg AFB,Delta 2
TJS-1 (Tongxin Jishu Shiyan 1),China,Government,Technology Development,GEO,None,35776,35795,1436.03,,,,9/12/2015,6/5/2018,3,China,Xichang Satellite Launch Center,Long March 3B
TJS-2 (Tongxin Jishu Shiyan 2),China,Government,Technology Development,GEO,None,35783,35793,1436.19,,,,1/5/2017,6/5/2018,2,China,Xichang Satellite Launch Center,Long March 3B
TKSat-1 (Túpac Katari Satellite 1),Bolivia,Government,Communications,GEO,None,35773,35799,1436.07,"5,000",,,12/20/2013,6/5/2018,5,China,Xichang Satellite Launch Center,Long March 3B
TNS-0-2 Nanosputnik,Russia,Government,Technology Development,LEO,None,398,407,92.6,5,,,8/17/2017,6/5/2018,1,Russia,International Space Station,Manual Deployment
Toki (Bird JJ),Japan,Civil,Communications,LEO,Non-Polar Inclined,402,402,92.6,2,,,7/7/2017,6/5/2018,1,Japan,International Space Station,Nanorack Deployer
Tomsk-TPU-120,Russia,Civil,Communications,LEO,Non-Polar Inclined,397,408,92.6,5,,,8/17/2017,6/5/2018,1,Russia,International Space Station,Manual Deployment
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",USA,Military,Earth Observation,Elliptical,None,1210,38740,709.61,"8,000",,,11/8/1997,6/5/2018,21,USA,Cape Canaveral,Titan IVA
Tselina-2 (Cosmos 2428),Russia,Military,Earth Observation,LEO,Polar,844,858,102,"3,200",,,6/29/2007,6/5/2018,11,Ukraine,Baikonur Cosmodrome,Zenit 2M
TSUBAME,Japan,Civil,Earth Observation,LEO,Sun-Synchronous,505,569,95.38,49,,,11/6/2014,6/5/2018,4,Japan,Dombarovsky Air Base,Dnepr
"TUGSat-1  (Technische Universität Graz Satellit, CanX-3b, BRITE-Austria)",Austria,Civil,Technology Development,LEO,Sun-Synchronous,770,784,100.3,14,7,5.4,2/25/2013,6/5/2018,6,Canada,Satish Dhawan Space Centre,PSLV
Turkmen Alem 52E/MonacoSAT,Turkmenistan/Monaco,Government/Commercial,Communications,GEO,None,35655,35784,1432.69,"4,700","1,850",,4/27/2015,6/5/2018,4,France/Italy,Cape Canaveral,Falcon 9
Turksat 3A,Turkey,Commercial,Communications,GEO,None,35778,35793,1436.06,"3,100","1,272","8,100",6/12/2008,6/5/2018,10,France,Guiana Space Center,Ariane 5 ECA
Turksat 4A,Turkey,Commercial,Communications,GEO,None,35776,35797,1436.08,"4,869",,,2/14/2014,6/5/2018,5,Japan,Baikonur Cosmodrome,Proton
Turksat 4B,Turkey,Commercial,Communications,GEO,None,35787,35805,1436.57,"5,000",,,10/16/2015,6/5/2018,3,Japan,Baikonur Cosmodrome,Proton
Tyvak-53b,USA,Commercial,Technology Demonstration,LEO,Sun-Synchronous,497,516,94.7,5,,,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
"UCLSat (University College London Satellite, QB50 GB03) ",United Kingdom,Civil,technology development,LEO,Sun-Synchronous,496,513,94.7,3,,,6/22/2017,6/5/2018,1,United Kingdom,Satish Dhawan Space Centre,PSLV
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",USA,Military,Communications,GEO,None,35738,35834,1436.1,"3,200","1,540","3,800 (EOL)",11/24/1999,6/5/2018,19,USA,Cape Canaveral,Atlas 2
"UFO-11  (USA 174) ""UHF Follow-On""",USA,Military,Communications,GEO,None,35786,35787,1436.1,"3,200","1,545","2,800 (EOL)",12/18/2003,6/5/2018,15,USA,Cape Canaveral,Atlas 3
"UFO-2 (USA 95) ""UHF Follow-On""",USA,Military,Communications,GEO,None,35766,35807,1436.12,"3,200","1,545","2,800 (EOL)",9/3/1993,6/5/2018,25,USA,Cape Canaveral,Atlas 2
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",USA,Military,Communications,GEO,None,35763,35775,1435.22,"3,200","1,545","2,800 (EOL)",1/29/1995,6/5/2018,24,USA,Cape Canaveral,Atlas 2
"UFO-6 (USA 114, UFO F6 EHF) ""UHF Follow-On""",USA,Military,Communications,GEO,None,35744,35829,1436.12,"3,200","1,545","2,800 (EOL)",10/22/1995,6/5/2018,23,USA,Cape Canaveral,Atlas 2
"UFO-7 (USA 127, F7 EHF) ""UHF Follow-On""",USA,Military,Communications,GEO,None,35738,35835,1436.11,"3,200","1,545","2,800 (EOL)",7/25/1996,6/5/2018,22,USA,Cape Canaveral,Atlas 2
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",USA,Military,Communications,GEO,None,35772,35794,1435.94,"3,206","1,545","3,800 (EOL)",3/16/1998,6/5/2018,21,USA,Cape Canaveral,Atlas 2
"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",United Kingdom,Government,Earth Observation,LEO,Sun-Synchronous,660,662,98,97,,,7/29/2009,6/5/2018,9,United Kingdom,Baikonur Cosmodrome,Dnepr
UKube-1 (UK Cubesat 1),United Kingdom,Government,Technology Development,LEO,Sun-Synchronous,626,631,97.27,3,,,7/8/2014,6/5/2018,4,United Kingdom,Baikonur Cosmodrome,Soyuz-2.1b
UNIFORM 1  (UNiversity International FORmation Mission 1),Japan,Civil,Earth Observation,LEO,Sun-Synchronous,622,629,97.2,50,,140,5/24/2014,6/5/2018,5,Japan,Tanegashima Space Center,H-2A
UNSW-ECO (QB50 - AU02),Australia,Civil,Earth Science,LEO,Non-Polar Inclined,397,408,92.6,3,,,5/25/2017,6/5/2018,2,Australia,International Space Station,Nanorack Deployer
"Ursa Maior ((University of Rome la SApienza MicroAttitude In ORbit testing, QB50 IT02)",Italy,Civil,Earth Science,LEO,Sun-Synchronous,496,512,94.7,5,,,6/23/2017,6/5/2018,1,Italy,Satish Dhawan Space Centre,PSLV
UWE-3 (University of Würzburg Experimental Satellite 3),Germany,Civil,Communications,LEO,Sun-Synchronous,593,700,97.6,1,,,11/21/2013,6/5/2018,5,Germany,Dombarovsky Air Base,Dnepr
"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",USA,Government,Earth Observation,Elliptical,None,591,30534,539.06,648,,,8/30/2012,6/5/2018,6,USA,Cape Canaveral,Atlas 5
"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",USA,Government,Earth Observation,Elliptical,None,595,30657,541.4,666,,,8/30/2012,6/5/2018,6,USA,Cape Canaveral,Atlas 5
Velox 1,Singapore,Civil,Technology Development,LEO,Sun-Synchronous,642,655,97.7,4,,,6/30/2014,6/5/2018,4,Singapore,Satish Dhawan Space Centre,PSLV-CA
Velox 2,Singapore,Civil,Technology Development,LEO,Equatorial,537,550,95.48,13,,,12/16/2015,6/5/2018,3,Singapore,Satish Dhawan Space Centre,PSLV-C29
Velox C1,Singapore,Civil,Technology Development,LEO,Equatorial,533,550,95.48,123,,,12/16/2015,6/5/2018,3,Singapore,Satish Dhawan Space Centre,PSLV-C29
Venµs,France/Israel,Government,Earth Observation,LEO,Sun-Synchronous,719,724,99.2,264,,,8/1/2017,6/5/2018,1,Israel,Guiana Space Center,Vega
VeneSat 1 (Simon Bolivar),Venezuela,Government,Communications,GEO,None,35777,35796,1436.1,"5,100",,,10/29/2008,6/5/2018,10,China,Xichang Satellite Launch Center,CZ-3B
Venta-1,Latvia,Civil,Technology Development,LEO,Sun-Synchronous,496,508,94.7,5,,,6/23/2017,6/5/2018,1,Latvia/Germany,Satish Dhawan Space Centre,PSLV
ViaSat-1,USA,Commercial,Communications,GEO,None,35775,35796,1436.09,"6,740",,,10/19/2011,6/5/2018,7,USA,Baikonur Cosmodrome,Proton M
ViaSat-2,USA,Commercial,Communications,GEO,None,25371,46183,1435.6,"6,418",,,6/1/2017,6/5/2018,2,USA,Guiana Space Center,Ariane 5
Vinasat 1,Vietnam,Government,Communications,GEO,None,35782,35791,1436.1,"2,600",,,4/18/2008,6/5/2018,11,USA,Guiana Space Center,Ariane 5 ECA
Vinasat 2,Vietnam,Government,Communications,GEO,None,35742,35776,1434.69,"2,970",,,5/15/2012,6/5/2018,7,USA,Guiana Space Center,Ariane 5 ECA
VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),Vietnam,Government,Earth Observation,LEO,Sun-Synchronous,682,685,98.43,115,,,5/7/2013,6/5/2018,6,France,Guiana Space Center,Vega
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",Venezuela,Government,Earth Observation,LEO ,Sun-Synchronous,622,654,97.48,880,,,9/28/2012,6/5/2018,6,China,Jiuquan Satellite Launch Center,Long March 2D
VZLUSat-1,Czech Republic,Government,Technology Development,LEO,Sun-Synchronous,497,515,94.7,3,,,6/23/2017,6/5/2018,1,Czech Republic,Satish Dhawan Space Centre,PSLV
"Wideband Global Satcom 1 (WGS-1, USA 195)",USA,Military,Communications,GEO,None,35783,35790,1436.1,"5,900","3,450","13,000",10/11/2007,6/5/2018,11,USA,Cape Canaveral,Atlas 5
"Wideband Global Satcom 2 (WGS-2, USA 204)",USA,Military,Communications,GEO,None,35786,35787,1436.12,"5,987","3,450","13,000",4/4/2009,6/5/2018,10,USA,Cape Canaveral,Atlas 5
"Wideband Global Satcom 3 (WGS-3, USA 211)",USA,Military,Communications,GEO,None,35785,35786,1436.1,"5,990","3,450","13,000",12/6/2009,6/5/2018,9,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 4 (WGS-4, USA 233)",USA,Military,Communications,GEO,None,35785,35786,1436.1,"5,990","3,450","13,000",1/20/2012,6/5/2018,7,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 5 (WGS-5, USA 243)",USA,Military,Communications,GEO,None,35739,35784,1436.1,"5,990","3,450","13,000",5/25/2013,6/5/2018,6,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 6 (WGS-6, USA 244)",USA,Military,Communications,GEO,None,35772,35801,1436.1,"5,990","3,450","13,000",8/8/2013,6/5/2018,5,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 7 (WGS-7, USA 263)",USA,Military,Communications,GEO,None,35772,35801,1436.1,"5,990","3,450","13,000",7/24/2015,6/5/2018,3,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 8 (WGS-8, USA 272)",USA,Military,Communications,GEO,None,35770,35770,1436.1,"5,990","3,450","13,000",12/7/2016,6/5/2018,2,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 9 (WGS-9, USA 275)",USA,Military,Communications,GEO,None,35772,35801,1436.1,"5,990","3,450","13,000",3/17/2017,6/5/2018,2,USA,Cape Canaveral,Delta 4
WildBlue 1,USA,Commercial,Communications,GEO,None,35776,35796,1436.1,"4,735","1,995","10,000",12/8/2006,6/5/2018,12,USA,Guiana Space Center,Ariane 5
WNISat-1 (Weather News Inc. Satellite 1),Japan,Commercial,Earth Observation,LEO,Sun-Synchronous,594,849,99.2,10,,,11/21/2013,6/5/2018,5,Japan,Dombarovsky Air Base,Dnepr
WNISat-1R (Weather News Inc. Satellite 1R),Japan,Commercial,Earth Observation,LEO,Sun-Synchronous,586,606,96.6,43,,,7/14/2017,6/5/2018,1,Japan,Baikonur Cosmodrome,Soyuz 2.1a
Worldview 1,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,491,494,94.5,"4,500",,"3,200",9/18/2007,6/5/2018,11,USA,Vandenberg AFB,Delta 2
Worldview 2,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,765,767,100.2,"2,800",,,10/8/2009,6/5/2018,9,USA,Vandenberg AFB,Delta 2
Worldview 3,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,612,614,96.96,"2,800",,"3,100",8/13/2014,6/5/2018,4,USA,Vandenberg AFB,Atlas 5
Worldview 4,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,617,620,96.9,"2,485",,,11/11/2016,6/5/2018,2,USA,Vandenberg AFB,Atlas 5
X37-B OTV-4 (USA 261),USA,Military,Technology Development,LEO,Non-Polar Inclined,309,322,90.83,"4,990",,,5/20/2015,6/5/2018,4,USA,Cape Canaveral,Atlas 5
XC-1 (Xingchen 1),China,Government,Technology Development,LEO,Sun-Synchronous,520,540,95.23,1,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XC-2 (Xingchen 2),China,Government,Technology Development,LEO,Sun-Synchronous,520,540,95.23,1,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XC-3 (Xingchen 3),China,Government,Technology Development,LEO,Sun-Synchronous,520,540,95.23,1,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XC-4 (Xingchen 4),China,Government,Technology Development,LEO,Sun-Synchronous,520,540,95.23,1,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XCubeSat (QB50 - FR01),France,Civil,Technology Demonstration,LEO,Non-Polar Inclined,401,403,92.6,3,,,4/18/2017,6/5/2018,2,France,International Space Station,Nanorack Deployer
Xinyan 1 (XY-1),China,Government,Technology Development,LEO,Sun-Synchronous,489,501,94.51,,,,11/18/2012,6/5/2018,6,China,Taiyuan Launch Center,Long March 2C
XM Radio 3 (Rhythm),USA,Commercial,Communications,GEO,None,35782,35790,1436.1,"4,703",,"18,000",3/1/2005,6/5/2018,14,USA,Sea Launch Odyssey,Zenit 3SL
XM Radio 4 (Blues),USA,Commercial,Communications,GEO,None,35784,35787,1436.09,"5,193",,"18,000",10/30/2006,6/5/2018,12,USA,Sea Launch Odyssey,Zenit 3SL
XMM Newton (High Throughput X-ray Spectroscopy Mission),ESA,Government,Space Science,Elliptical,Deep Highly Eccentric,7079,114027,"2,872.15","3,764","3,233",,12/10/1999,6/5/2018,19,International,Guiana Space Center,Ariane 5
XPNav-1,China,Government,Technology Development,LEO,Sun-Synchronous,493,513,94.68,240,,,11/9/2016,6/5/2018,2,China,Jiuquan Satellite Launch Center,Long March 11
X-Sat,Singapore,Government,Earth Observation,LEO,Sun-Synchronous,801,823,101.1,91,,175,4/20/2011,6/5/2018,8,Singapore,Satish Dhawan Space Centre,PSLV C16
XTAR-EUR,Spain,Government/MIlitary,Communications,GEO,None,35778,35792,1436.06,"3,631","1,412",,2/12/2005,6/5/2018,14,USA,Guiana Space Center,Ariane 5 ECA
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",China,Civil,Communications,LEO,Sun-Synchronous,1193,1205,109.4,60,,,12/15/2009,6/5/2018,9,China,Taiyuan Launch Center,Long March 4C
XW-2A (CAS-3A),China,Civil,Communications,LEO,Sun-Synchronous,518,535,95.17,25,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XW-2B (CAS-3B),China,Civil,Communications,LEO,Sun-Synchronous,520,539,95.22,10,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XW-2C (CAS-3C),China,Civil,Communications,LEO,Sun-Synchronous,519,538,95.21,10,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XW-2D (CAS-3D),China,Civil,Communications,LEO,Sun-Synchronous,520,539,95.22,10,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XW-2E (CAS-3E),China,Civil,Communications,LEO,Sun-Synchronous,519,538,95.2,2,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XW-2F (CAS-3F),China,Civil,Communications,LEO,Sun-Synchronous,520,540,95.23,2,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
XY-S1 (Xingyun Shiyan-1),China,Government,Technology Development,LEO,Sun-Synchronous,529,541,95.33,2,,,1/9/2017,6/5/2018,2,China,Jiuquan Satellite Launch Center,Kuaizhou
Yahsat-1A (Y1A),United Arab Emirates,Military/Commercial,Communications,GEO,None,35743,35823,1435.92,"5,953",,,4/22/2011,6/5/2018,8,France,Guiana Space Center,Ariane 5
Yahsat-1B (Y1B),United Arab Emirates,Military/Commercial,Communications,GEO,None,35780,35791,1436.07,"6,000",,,4/23/2012,6/5/2018,7,France,Baikonur Cosmodrome,Proton M
Yamal-202 ,Russia,Commercial,Communications,GEO,None,35774,35796,1436.06,"1,320",,"2,000",11/24/2003,6/5/2018,15,Russia,Baikonur Cosmodrome,Proton K
Yamal-300K,Russia,Commercial,Communications,GEO,None,35694,35866,1435.76,"1,640",,,11/2/2012,6/5/2018,6,Russia,Baikonur Cosmodrome,Proton M
Yamal-401,Russia,Commercial,Communications,GEO,None,35761,35822,1436.33,"2,976",,,12/15/2014,6/5/2018,4,Russia,Baikonur Cosmodrome,Proton M
Yamal-402,Russia,Commercial,Communications,GEO,None,35784,35789,1436.11,"4,463",,,12/8/2012,6/5/2018,6,France,Baikonur Cosmodrome,Proton M
